booking_id,passenger_id,flight_id,booking_date,status,booking_group,route,airline,duration_minutes,duration_category,departure_period,days_before_flight,booking_lead_category,amount,payment_missing
B1177,P1576,SJ227,2025-07-29 11:37:36.951,CANCELLED,Cancelled,BOM - CCU,SpiceJet,261.0,Long,Morning,265.0,Long Term,12412.89,False
B1178,P1324,6F034,2026-02-05 11:37:36.951,CONFIRMED,Active,BOM - DEL,IndiGo,56.0,Short,Morning,74.0,Medium Term,,True
B1179,P1639,SJ078,2025-10-03 11:37:36.951,CONFIRMED,Active,DEL - HYD,SpiceJet,188.0,Medium,Morning,199.0,Long Term,10619.52,False
B1180,P1306,AI240,2026-04-10 11:37:36.951,PENDING,Active,MAA - DEL,Air India,147.0,Medium,Morning,10.0,Short Term,,True
B1181,P1533,SJ002,2026-03-29 11:37:36.951,CANCELLED,Cancelled,DEL - BOM,SpiceJet,286.0,Long,Morning,22.0,Short Term,,True
B1182,P1727,AI044,2025-08-11 11:37:36.951,CANCELLED,Cancelled,MAA - BLR,Air India,213.0,Medium,Morning,252.0,Long Term,9005.88,False
B1183,P1618,UK076,2025-06-22 11:37:36.951,CANCELLED,Cancelled,MAA - CCU,Vistara,263.0,Long,Morning,302.0,Long Term,,True
B1184,P1108,6F232,2025-08-01 11:37:36.951,PENDING,Active,MAA - BLR,IndiGo,103.0,Short,Morning,262.0,Long Term,,True
B1185,P1371,SJ228,2025-08-16 11:37:36.951,CANCELLED,Cancelled,BOM - CCU,SpiceJet,227.0,Medium,Morning,247.0,Long Term,13080.31,False
B1186,P1356,SJ074,2026-04-04 11:37:36.951,CONFIRMED,Active,DEL - CCU,SpiceJet,41.0,Short,Morning,16.0,Short Term,,True
B1187,P1180,UK229,2025-08-04 11:37:36.951,PENDING,Active,HYD - DEL,Vistara,257.0,Long,Morning,259.0,Long Term,6625.76,False
B1188,P1355,AI208,2026-04-04 11:37:36.951,CONFIRMED,Active,BLR - BOM,Air India,194.0,Medium,Morning,16.0,Short Term,,True
B1189,P1675,AI019,2025-11-23 11:37:36.951,CONFIRMED,Active,BOM - CCU,Air India,62.0,Short,Morning,148.0,Long Term,,True
B1190,P1067,6F029,2025-05-23 11:37:36.951,PENDING,Active,BOM - BLR,IndiGo,254.0,Long,Morning,332.0,Long Term,,True
B1191,P1291,6F018,2025-04-27 11:37:36.951,CONFIRMED,Active,DEL - BLR,IndiGo,46.0,Short,Morning,358.0,Long Term,,True
B1192,P1691,AI059,2025-06-23 11:37:36.951,CANCELLED,Cancelled,CCU - DEL,Air India,147.0,Medium,Morning,301.0,Long Term,,True
B1193,P1180,AI159,2025-05-22 11:37:36.951,PENDING,Active,HYD - BLR,Air India,133.0,Medium,Morning,333.0,Long Term,,True
B1194,P1465,6F091,2025-07-11 11:37:36.951,CONFIRMED,Active,BLR - CCU,IndiGo,86.0,Short,Morning,283.0,Long Term,,True
B1195,P1433,6F084,2025-07-20 11:37:36.951,CANCELLED,Cancelled,CCU - HYD,IndiGo,60.0,Short,Morning,274.0,Long Term,19224.28,False
B1196,P1463,UK170,2026-01-15 11:37:36.951,CANCELLED,Cancelled,BOM - BLR,Vistara,110.0,Short,Morning,95.0,Long Term,,True
B1197,P1680,UK212,2025-05-19 11:37:36.951,CONFIRMED,Active,HYD - MAA,Vistara,45.0,Short,Morning,336.0,Long Term,8876.86,False
B1198,P1913,SJ022,2025-06-16 11:37:36.951,,,DEL - BLR,SpiceJet,191.0,Medium,Morning,308.0,Long Term,1830.32,False
B1199,P1533,SJ075,2025-12-13 11:37:36.951,PENDING,Active,MAA - BLR,SpiceJet,97.0,Short,Morning,128.0,Long Term,13499.52,False
B1200,P1065,UK177,2025-09-17 11:37:36.951,CONFIRMED,Active,DEL - HYD,Vistara,269.0,Long,Night,215.0,Long Term,30813.57,False
B1201,P1020,UK206,2026-02-01 11:37:36.951,CANCELLED,Cancelled,MAA - BLR,Vistara,273.0,Long,Night,78.0,Medium Term,7338.75,False
B1202,P1611,UK079,2025-04-29 11:37:36.951,CANCELLED,Cancelled,DEL - BLR,Vistara,231.0,Medium,Night,356.0,Long Term,1973.12,False
B1203,P1383,UK040,2025-06-21 11:37:36.951,CONFIRMED,Active,HYD - CCU,Vistara,77.0,Short,Morning,303.0,Long Term,12774.63,False
B1204,P1811,AI034,2025-07-25 11:37:36.951,CONFIRMED,Active,DEL - BOM,Air India,283.0,Long,Night,269.0,Long Term,14106.07,False
B1205,P1614,UK034,2025-10-18 11:37:36.951,CONFIRMED,Active,DEL - BLR,Vistara,204.0,Medium,Night,184.0,Long Term,10452.65,False
B1206,P1558,AI088,2025-07-02 11:37:36.951,CONFIRMED,Active,MAA - DEL,Air India,216.0,Medium,Night,292.0,Long Term,,True
B1207,P1038,AI128,2025-06-11 11:37:36.951,PENDING,Active,BOM - CCU,Air India,236.0,Medium,Night,313.0,Long Term,10823.99,False
B1208,P1284,SJ052,2025-07-22 11:37:36.951,,,MAA - BLR,SpiceJet,97.0,Short,Morning,272.0,Long Term,22071.57,False
B1209,P1821,AI233,2025-12-15 11:37:36.951,PENDING,Active,BLR - BOM,Air India,108.0,Short,Morning,126.0,Long Term,10307.2,False
B1210,P1601,AI012,2026-01-20 11:37:36.951,PENDING,Active,BOM - CCU,Air India,243.0,Long,Night,90.0,Medium Term,,True
B1211,P1596,AI084,2025-07-07 11:37:36.951,CONFIRMED,Active,BOM - HYD,Air India,75.0,Short,Morning,287.0,Long Term,,True
B1212,P1784,6F126,2025-07-08 11:37:36.951,PENDING,Active,CCU - MAA,IndiGo,78.0,Short,Morning,286.0,Long Term,8421.62,False
B1213,P1335,SJ061,2025-06-16 11:37:36.951,CONFIRMED,Active,MAA - BLR,SpiceJet,177.0,Medium,Night,308.0,Long Term,,True
B1214,P1187,UK194,2025-08-14 11:37:36.951,,,CCU - BOM,Vistara,60.0,Short,Morning,249.0,Long Term,,True
B1215,P1670,AI135,2025-08-08 11:37:36.951,CANCELLED,Cancelled,BLR - BOM,Air India,161.0,Medium,Night,255.0,Long Term,11951.15,False
B1216,P1242,6F238,2025-12-09 11:37:36.951,CONFIRMED,Active,BOM - DEL,IndiGo,48.0,Short,Morning,132.0,Long Term,19165.81,False
B1217,P1072,6F092,2026-03-19 11:37:36.951,CANCELLED,Cancelled,MAA - BLR,IndiGo,36.0,Short,Morning,32.0,Medium Term,,True
B1218,P1478,AI213,2025-11-13 11:37:36.951,PENDING,Active,HYD - CCU,Air India,71.0,Short,Morning,158.0,Long Term,,True
B1219,P1973,UK193,2026-02-15 11:37:36.951,CANCELLED,Cancelled,HYD - DEL,Vistara,35.0,Short,Morning,64.0,Medium Term,,True
B1220,P1560,6F178,2026-04-04 11:37:36.951,PENDING,Active,BOM - CCU,IndiGo,263.0,Long,Night,16.0,Short Term,11075.72,False
B1221,P1100,AI158,2026-03-06 11:37:36.951,CONFIRMED,Active,CCU - DEL,Air India,177.0,Medium,Night,45.0,Medium Term,18797.11,False
B1222,P1513,UK208,2026-03-30 11:37:36.951,PENDING,Active,DEL - CCU,Vistara,297.0,Long,Night,21.0,Short Term,,True
B1223,P1755,6F056,2026-04-09 11:37:36.951,,,BOM - MAA,IndiGo,109.0,Short,Morning,11.0,Short Term,1794.08,False
B1224,P1175,UK185,2025-10-26 11:37:36.951,CONFIRMED,Active,DEL - MAA,Vistara,77.0,Short,Morning,176.0,Long Term,,True
B1225,P1237,AI163,2026-01-13 11:37:36.951,PENDING,Active,HYD - MAA,Air India,61.0,Short,Morning,97.0,Long Term,3894.65,False
B1226,P1909,AI112,2025-08-23 11:37:36.951,CONFIRMED,Active,DEL - BLR,Air India,223.0,Medium,Night,240.0,Long Term,8968.11,False
B1227,P1058,AI227,2025-10-23 11:37:36.951,CANCELLED,Cancelled,BLR - MAA,Air India,226.0,Medium,Night,179.0,Long Term,,True
B1228,P1864,SJ083,2026-04-17 11:37:36.951,CONFIRMED,Active,MAA - BLR,SpiceJet,184.0,Medium,Night,3.0,Last Minute,11716.58,False
B1229,P1098,UK073,2026-02-07 11:37:36.951,CONFIRMED,Active,BLR - CCU,Vistara,250.0,Long,Night,72.0,Medium Term,,True
B1230,P1953,6F169,2025-04-29 11:37:36.951,PENDING,Active,BOM - DEL,IndiGo,279.0,Long,Night,356.0,Long Term,4531.77,False
B1231,P1870,UK154,2026-04-06 11:37:36.951,CANCELLED,Cancelled,MAA - HYD,Vistara,237.0,Medium,Night,14.0,Short Term,11556.42,False
B1232,P1953,SJ169,2025-10-06 11:37:36.951,CONFIRMED,Active,BOM - MAA,SpiceJet,286.0,Long,Night,196.0,Long Term,,True
B1233,P1494,6F187,2025-05-13 11:37:36.951,CANCELLED,Cancelled,BOM - MAA,IndiGo,258.0,Long,Night,342.0,Long Term,1617.29,False
B1234,P1946,UK210,2025-11-21 11:37:36.951,CANCELLED,Cancelled,DEL - CCU,Vistara,55.0,Short,Night,150.0,Long Term,7984.22,False
B1235,P1979,6F250,2025-12-23 11:37:36.951,PENDING,Active,,,,,,,,1236.74,False
B1236,P1513,AI062,2025-07-05 11:37:36.951,CONFIRMED,Active,MAA - DEL,Air India,36.0,Short,Night,289.0,Long Term,,True
B1237,P1754,AI047,2025-11-16 11:37:36.951,,,CCU - MAA,Air India,47.0,Short,Night,155.0,Long Term,,True
B1238,P1296,SJ186,2025-10-20 11:37:36.951,,,CCU - DEL,SpiceJet,131.0,Medium,Night,182.0,Long Term,3231.46,False
B1239,P1210,AI217,2025-11-17 11:37:36.951,CANCELLED,Cancelled,CCU - BLR,Air India,137.0,Medium,Night,154.0,Long Term,8821.9,False
B1240,P1122,UK100,2025-12-31 11:37:36.951,CONFIRMED,Active,CCU - BLR,Vistara,152.0,Medium,Night,110.0,Long Term,12241.53,False
B1241,P1228,UK116,2025-12-16 11:37:36.951,CONFIRMED,Active,CCU - BOM,Vistara,228.0,Medium,Night,125.0,Long Term,,True
B1242,P1593,6F036,2025-12-01 11:37:36.951,CANCELLED,Cancelled,CCU - BLR,IndiGo,283.0,Long,Night,140.0,Long Term,,True
B1243,P1655,AI175,2026-01-22 11:37:36.951,CANCELLED,Cancelled,BOM - HYD,Air India,227.0,Medium,Night,88.0,Medium Term,,True
B1244,P1387,UK051,2025-08-18 11:37:36.951,CONFIRMED,Active,HYD - DEL,Vistara,180.0,Medium,Night,245.0,Long Term,4953.56,False
B1245,P1139,6F201,2026-04-17 11:37:36.951,,,CCU - BOM,IndiGo,280.0,Long,Night,3.0,Last Minute,3162.91,False
B1246,P1540,6F230,2026-04-09 11:37:36.951,CONFIRMED,Active,CCU - BLR,IndiGo,193.0,Medium,Night,11.0,Short Term,11516.06,False
B1247,P1390,SJ138,2025-08-13 11:37:36.951,CANCELLED,Cancelled,BLR - BOM,SpiceJet,48.0,Short,Night,250.0,Long Term,7658.69,False
B1248,P1269,AI246,2026-03-04 11:37:36.951,PENDING,Active,BOM - BLR,Air India,199.0,Medium,Night,47.0,Medium Term,,True
B1249,P1758,6F179,2025-06-06 11:37:36.951,CANCELLED,Cancelled,HYD - MAA,IndiGo,255.0,Long,Night,318.0,Long Term,5024.44,False
B1250,P1011,6F031,2026-01-28 11:37:36.951,CANCELLED,Cancelled,BOM - BLR,IndiGo,277.0,Long,Night,82.0,Medium Term,6497.92,False
B1251,P1866,UK015,2025-08-30 11:37:36.951,PENDING,Active,BLR - BOM,Vistara,107.0,Short,Night,233.0,Long Term,6952.65,False
B1252,P1388,UK001,2025-04-21 11:37:36.951,CANCELLED,Cancelled,CCU - DEL,Vistara,85.0,Short,Night,364.0,Long Term,1480.08,False
B1253,P1336,6F133,2026-02-27 11:37:36.951,CANCELLED,Cancelled,MAA - BLR,IndiGo,107.0,Short,Night,52.0,Medium Term,16182.17,False
B1254,P1505,6F143,2025-07-22 11:37:36.951,CANCELLED,Cancelled,CCU - DEL,IndiGo,239.0,Medium,Night,272.0,Long Term,,True
B1255,P1105,UK165,2025-09-22 11:37:36.951,CANCELLED,Cancelled,DEL - BLR,Vistara,253.0,Long,Night,210.0,Long Term,1412.67,False
B1256,P1031,6F083,2025-08-10 11:37:36.951,CANCELLED,Cancelled,BLR - DEL,IndiGo,39.0,Short,Night,253.0,Long Term,2040.64,False
B1257,P1073,AI082,2025-08-19 11:37:36.951,CANCELLED,Cancelled,DEL - CCU,Air India,162.0,Medium,Night,244.0,Long Term,13028.65,False
B1258,P1170,AI164,2025-10-28 11:37:36.951,CANCELLED,Cancelled,DEL - BLR,Air India,108.0,Short,Night,174.0,Long Term,,True
B1259,P1848,SJ155,2026-01-19 11:37:36.951,CANCELLED,Cancelled,DEL - CCU,SpiceJet,300.0,Long,Night,91.0,Long Term,12805.67,False
B1260,P1068,AI189,2026-01-04 11:37:36.951,CANCELLED,Cancelled,CCU - DEL,Air India,108.0,Short,Night,106.0,Long Term,16293.859999999999,False
B1261,P1812,SJ057,2025-12-21 11:37:36.951,CONFIRMED,Active,BOM - CCU,SpiceJet,192.0,Medium,Night,120.0,Long Term,,True
B1262,P1361,SJ198,2025-05-07 11:37:36.951,CONFIRMED,Active,CCU - BOM,SpiceJet,281.0,Long,Night,348.0,Long Term,10619.2,False
B1263,P1648,6F122,2026-01-03 11:37:36.951,CANCELLED,Cancelled,DEL - BLR,IndiGo,224.0,Medium,Night,107.0,Long Term,12480.9,False
B1264,P1432,SJ097,2026-04-15 11:37:36.951,CONFIRMED,Active,BOM - CCU,SpiceJet,170.0,Medium,Night,5.0,Last Minute,8599.61,False
B1265,P1928,UK203,2025-08-06 11:37:36.951,PENDING,Active,BLR - HYD,Vistara,72.0,Short,Night,257.0,Long Term,,True
B1266,P1995,UK093,2026-01-16 11:37:36.951,CONFIRMED,Active,HYD - CCU,Vistara,50.0,Short,Night,94.0,Long Term,14431.32,False
B1267,P1099,AI205,2025-05-21 11:37:36.951,CANCELLED,Cancelled,BLR - BOM,Air India,108.0,Short,Night,334.0,Long Term,16308.98,False
B1268,P1657,AI102,2026-01-16 11:37:36.951,,,CCU - BLR,Air India,291.0,Long,Night,94.0,Long Term,13289.27,False
B1269,P1008,6F046,2025-09-06 11:37:36.951,CONFIRMED,Active,DEL - BLR,IndiGo,221.0,Medium,Night,226.0,Long Term,21299.7,False
B1270,P1573,SJ017,2025-06-02 11:37:36.951,,,DEL - MAA,SpiceJet,123.0,Medium,Night,322.0,Long Term,,True
B1271,P1696,6F156,2025-10-20 11:37:36.951,PENDING,Active,MAA - BOM,IndiGo,154.0,Medium,Night,182.0,Long Term,12211.33,False
B1272,P1028,AI068,2025-07-18 11:37:36.951,PENDING,Active,BOM - BLR,Air India,120.0,Short,Night,276.0,Long Term,30432.86,False
B1273,P1892,AI150,2025-06-05 11:37:36.951,,,BOM - DEL,Air India,47.0,Short,Night,319.0,Long Term,9142.12,False
B1274,P1113,UK008,2025-10-15 11:37:36.951,PENDING,Active,CCU - BLR,Vistara,37.0,Short,Night,187.0,Long Term,8582.34,False
B1275,P1461,6F166,2025-07-11 11:37:36.951,PENDING,Active,BOM - CCU,IndiGo,270.0,Long,Night,283.0,Long Term,,True
B1276,P1920,6F177,2025-07-15 11:37:36.951,CONFIRMED,Active,HYD - MAA,IndiGo,142.0,Medium,Night,279.0,Long Term,9396.07,False
B1277,P1142,AI196,2026-01-19 11:37:36.951,PENDING,Active,MAA - HYD,Air India,93.0,Short,Night,91.0,Long Term,,True
B1278,P1389,SJ191,2025-08-09 11:37:36.951,CONFIRMED,Active,BLR - BOM,SpiceJet,82.0,Short,Night,254.0,Long Term,,True
B1279,P1631,6F019,2025-05-10 11:37:36.951,,,BLR - BOM,IndiGo,235.0,Medium,Night,345.0,Long Term,5467.05,False
B1280,P1681,AI226,2026-04-12 11:37:36.951,CONFIRMED,Active,BLR - HYD,Air India,169.0,Medium,Night,8.0,Short Term,,True
B1281,P1156,SJ207,2026-01-21 11:37:36.951,CANCELLED,Cancelled,DEL - CCU,SpiceJet,193.0,Medium,Night,89.0,Medium Term,4413.8,False
B1282,P1334,AI009,2025-12-30 11:37:36.951,CANCELLED,Cancelled,DEL - CCU,Air India,154.0,Medium,Night,111.0,Long Term,,True
B1283,P1860,AI103,2025-05-08 11:37:36.951,,,BLR - BOM,Air India,38.0,Short,Night,347.0,Long Term,8606.06,False
B1284,P1259,SJ127,2026-02-22 11:37:36.951,CANCELLED,Cancelled,BOM - DEL,SpiceJet,157.0,Medium,Night,57.0,Medium Term,12706.73,False
B1285,P1081,UK188,2026-03-26 11:37:36.951,CANCELLED,Cancelled,MAA - BLR,Vistara,49.0,Short,Night,25.0,Short Term,1207.32,False
B1286,P1753,6F010,2025-09-25 11:37:36.951,,,DEL - BLR,IndiGo,231.0,Medium,Evening,206.0,Long Term,,True
B1287,P1440,SJ098,2025-12-13 11:37:36.951,CANCELLED,Cancelled,HYD - MAA,SpiceJet,35.0,Short,Night,128.0,Long Term,22303.69,False
B1288,P1944,6F058,2025-12-11 11:37:36.951,PENDING,Active,BOM - CCU,IndiGo,149.0,Medium,Night,130.0,Long Term,9254.89,False
B1289,P1171,SJ030,2026-03-23 11:37:36.951,PENDING,Active,DEL - HYD,SpiceJet,43.0,Short,Night,28.0,Short Term,12016.99,False
B1290,P1230,UK175,2025-07-26 11:37:36.951,CANCELLED,Cancelled,BLR - BOM,Vistara,202.0,Medium,Evening,267.0,Long Term,13471.57,False
B1291,P1719,SJ108,2026-04-01 11:37:36.951,PENDING,Active,BLR - HYD,SpiceJet,156.0,Medium,Night,19.0,Short Term,4129.39,False
B1292,P1074,6F075,2025-08-03 11:37:36.951,CONFIRMED,Active,BOM - CCU,IndiGo,282.0,Long,Evening,259.0,Long Term,22109.52,False
B1293,P1269,UK222,2025-08-31 11:37:36.951,CONFIRMED,Active,BOM - CCU,Vistara,95.0,Short,Night,232.0,Long Term,6227.3,False
B1294,P1898,6F250,2025-07-13 11:37:36.951,CANCELLED,Cancelled,,,,,,,,,True
B1295,P1625,AI096,2025-12-29 11:37:36.951,CANCELLED,Cancelled,CCU - DEL,Air India,298.0,Long,Evening,111.0,Long Term,,True
B1296,P1061,AI216,2025-12-23 11:37:36.951,CANCELLED,Cancelled,BOM - CCU,Air India,84.0,Short,Night,118.0,Long Term,,True
B1297,P1873,6F193,2026-01-23 11:37:36.951,PENDING,Active,BOM - MAA,IndiGo,118.0,Short,Night,87.0,Medium Term,,True
B1298,P1319,SJ194,2026-01-02 11:37:36.951,PENDING,Active,CCU - DEL,SpiceJet,225.0,Medium,Evening,107.0,Long Term,,True
B1299,P1101,SJ020,2025-09-11 11:37:36.951,CONFIRMED,Active,BLR - BOM,SpiceJet,249.0,Long,Evening,220.0,Long Term,8842.93,False
B1300,P1428,6F070,2025-06-14 11:37:36.951,PENDING,Active,HYD - DEL,IndiGo,181.0,Medium,Evening,309.0,Long Term,,True
B1301,P1873,AI051,2025-09-03 11:37:36.951,CONFIRMED,Active,MAA - BLR,Air India,55.0,Short,Night,229.0,Long Term,14671.03,False
B1302,P1721,UK219,2025-12-27 11:37:36.951,PENDING,Active,BOM - HYD,Vistara,258.0,Long,Evening,113.0,Long Term,24221.91,False
B1303,P1953,AI235,2025-12-13 11:37:36.951,CONFIRMED,Active,BLR - HYD,Air India,207.0,Medium,Evening,127.0,Long Term,19672.949999999997,False
B1304,P1254,6F022,2025-12-13 11:37:36.951,,,MAA - BLR,IndiGo,259.0,Long,Evening,127.0,Long Term,,True
B1305,P1531,SJ114,2025-09-28 11:37:36.951,PENDING,Active,HYD - DEL,SpiceJet,200.0,Medium,Evening,203.0,Long Term,13844.39,False
B1306,P1569,SJ076,2025-12-01 11:37:36.951,CONFIRMED,Active,DEL - MAA,SpiceJet,181.0,Medium,Evening,139.0,Long Term,9753.04,False
B1307,P1111,UK227,2026-01-26 11:37:36.951,PENDING,Active,BOM - HYD,Vistara,230.0,Medium,Evening,83.0,Medium Term,26271.33,False
B1308,P1984,UK135,2025-07-22 11:37:36.951,CANCELLED,Cancelled,HYD - DEL,Vistara,113.0,Short,Evening,271.0,Long Term,21710.67,False
B1309,P1312,AI234,2025-05-06 11:37:36.951,CONFIRMED,Active,BOM - MAA,Air India,104.0,Short,Evening,348.0,Long Term,,True
B1310,P1997,6F113,2025-08-20 11:37:36.951,PENDING,Active,BOM - CCU,IndiGo,266.0,Long,Evening,242.0,Long Term,7370.22,False
B1311,P1460,SJ206,2025-11-16 11:37:36.951,PENDING,Active,DEL - CCU,SpiceJet,278.0,Long,Evening,154.0,Long Term,,True
B1312,P1707,AI015,2026-03-29 11:37:36.951,,,BLR - CCU,Air India,114.0,Short,Evening,21.0,Short Term,,True
B1313,P1886,6F260,2025-05-16 11:37:36.951,CANCELLED,Cancelled,CCU - DEL,IndiGo,203.0,Medium,Evening,338.0,Long Term,,True
B1314,P1461,AI061,2025-04-28 11:37:36.951,CONFIRMED,Active,BOM - CCU,Air India,91.0,Short,Evening,356.0,Long Term,7529.51,False
B1315,P1864,6F237,2026-03-26 11:37:36.951,PENDING,Active,HYD - MAA,IndiGo,183.0,Medium,Evening,24.0,Short Term,,True
B1316,P1091,SJ099,2026-01-06 11:37:36.951,PENDING,Active,MAA - BLR,SpiceJet,140.0,Medium,Evening,103.0,Long Term,11302.63,False
B1317,P1051,SJ146,2026-02-24 11:37:36.951,CANCELLED,Cancelled,HYD - BLR,SpiceJet,116.0,Short,Evening,54.0,Medium Term,33282.71,False
B1318,P1804,SJ146,2025-05-23 11:37:36.951,CANCELLED,Cancelled,HYD - BLR,SpiceJet,116.0,Short,Evening,331.0,Long Term,4594.77,False
B1319,P1519,6F071,2025-05-04 11:37:36.951,CONFIRMED,Active,DEL - CCU,IndiGo,253.0,Long,Evening,350.0,Long Term,5359.26,False
B1320,P1811,6F272,2025-08-13 11:37:36.951,PENDING,Active,HYD - MAA,IndiGo,47.0,Short,Evening,249.0,Long Term,22159.09,False
B1321,P1097,SJ029,2026-02-12 11:37:36.951,PENDING,Active,HYD - DEL,SpiceJet,87.0,Short,Evening,66.0,Medium Term,,True
B1322,P1235,UK084,2025-07-27 11:37:36.951,CONFIRMED,Active,MAA - DEL,Vistara,216.0,Medium,Evening,266.0,Long Term,,True
B1323,P1900,SJ048,2026-02-06 11:37:36.951,CONFIRMED,Active,MAA - BLR,SpiceJet,96.0,Short,Evening,72.0,Medium Term,,True
B1324,P1373,AI108,2026-02-04 11:37:36.951,CANCELLED,Cancelled,BLR - CCU,Air India,165.0,Medium,Evening,74.0,Medium Term,7543.0,False
B1325,P1580,SJ134,2025-08-11 11:37:36.951,CANCELLED,Cancelled,BOM - CCU,SpiceJet,257.0,Long,Evening,251.0,Long Term,4503.45,False
B1326,P1926,UK146,2025-10-31 11:37:36.951,CONFIRMED,Active,BOM - MAA,Vistara,148.0,Medium,Evening,170.0,Long Term,,True
B1327,P1556,SJ036,2025-09-24 11:37:36.951,CONFIRMED,Active,DEL - HYD,SpiceJet,210.0,Medium,Evening,207.0,Long Term,13822.99,False
B1328,P1648,6F202,2025-11-01 11:37:36.951,PENDING,Active,HYD - BLR,IndiGo,210.0,Medium,Evening,169.0,Long Term,,True
B1329,P1233,UK041,2026-02-13 11:37:36.951,CONFIRMED,Active,HYD - MAA,Vistara,67.0,Short,Evening,65.0,Medium Term,6401.38,False
B1330,P1031,6F078,2025-12-06 11:37:36.951,CONFIRMED,Active,BOM - CCU,IndiGo,93.0,Short,Evening,134.0,Long Term,,True
B1331,P1288,AI097,2025-07-03 11:37:36.951,PENDING,Active,HYD - MAA,Air India,292.0,Long,Afternoon,290.0,Long Term,7131.5,False
B1332,P1637,UK159,2026-01-15 11:37:36.951,CONFIRMED,Active,CCU - BLR,Vistara,167.0,Medium,Evening,94.0,Long Term,4183.32,False
B1333,P1578,UK044,2025-09-06 11:37:36.951,CANCELLED,Cancelled,BLR - BOM,Vistara,178.0,Medium,Evening,225.0,Long Term,4610.9,False
B1334,P1541,6F176,2025-09-27 11:37:36.951,CANCELLED,Cancelled,CCU - DEL,IndiGo,180.0,Medium,Evening,204.0,Long Term,,True
B1335,P1113,SJ221,2026-02-11 11:37:36.951,PENDING,Active,MAA - HYD,SpiceJet,286.0,Long,Afternoon,67.0,Medium Term,,True
B1336,P1203,6F112,2025-07-03 11:37:36.951,CONFIRMED,Active,HYD - DEL,IndiGo,136.0,Medium,Evening,290.0,Long Term,,True
B1337,P1028,6F246,2025-10-20 11:37:36.951,,,HYD - DEL,IndiGo,136.0,Medium,Evening,181.0,Long Term,,True
B1338,P1642,6F014,2026-02-21 11:37:36.951,CANCELLED,Cancelled,DEL - MAA,IndiGo,213.0,Medium,Evening,57.0,Medium Term,,True
B1339,P1473,AI237,2025-09-17 11:37:36.951,CANCELLED,Cancelled,BOM - CCU,Air India,195.0,Medium,Evening,214.0,Long Term,,True
B1340,P1696,6F003,2025-12-14 11:37:36.951,CANCELLED,Cancelled,HYD - BOM,IndiGo,187.0,Medium,Evening,126.0,Long Term,,True
B1341,P1252,6F249,2025-07-04 11:37:36.951,CONFIRMED,Active,HYD - BOM,IndiGo,187.0,Medium,Evening,289.0,Long Term,9263.24,False
B1342,P1797,UK149,2025-04-29 11:37:36.951,CONFIRMED,Active,MAA - DEL,Vistara,286.0,Long,Afternoon,355.0,Long Term,19003.28,False
B1343,P1904,SJ163,2026-03-08 11:37:36.951,CONFIRMED,Active,DEL - HYD,SpiceJet,276.0,Long,Afternoon,42.0,Medium Term,,True
B1344,P1921,SJ243,2026-03-28 11:37:36.951,CONFIRMED,Active,BLR - DEL,SpiceJet,286.0,Long,Afternoon,22.0,Short Term,,True
B1345,P1385,UK113,2025-06-06 11:37:36.951,CANCELLED,Cancelled,CCU - DEL,Vistara,264.0,Long,Afternoon,317.0,Long Term,,True
B1346,P1061,AI071,2025-06-07 11:37:36.951,PENDING,Active,BOM - MAA,Air India,183.0,Medium,Evening,316.0,Long Term,,True
B1347,P1514,6F271,2026-02-07 11:37:36.951,PENDING,Active,HYD - MAA,IndiGo,199.0,Medium,Evening,71.0,Medium Term,12000.54,False
B1348,P1429,SJ015,2025-06-05 11:37:36.951,CANCELLED,Cancelled,BOM - CCU,SpiceJet,72.0,Short,Evening,318.0,Long Term,,True
B1349,P1579,UK047,2025-11-19 11:37:36.951,CANCELLED,Cancelled,BLR - HYD,Vistara,245.0,Long,Afternoon,151.0,Long Term,11101.75,False
B1350,P1536,UK020,2026-02-04 11:37:36.951,PENDING,Active,MAA - BLR,Vistara,75.0,Short,Evening,74.0,Medium Term,30051.37,False
B1351,P1690,AI122,2025-09-03 11:37:36.951,PENDING,Active,BOM - CCU,Air India,251.0,Long,Afternoon,228.0,Long Term,14687.44,False
B1352,P1140,UK223,2025-10-20 11:37:36.951,CANCELLED,Cancelled,CCU - DEL,Vistara,32.0,Short,Evening,181.0,Long Term,12219.85,False
B1353,P1742,6F148,2025-09-19 11:37:36.951,CANCELLED,Cancelled,CCU - BOM,IndiGo,127.0,Medium,Evening,212.0,Long Term,,True
B1354,P1299,SJ162,2025-12-14 11:37:36.951,CONFIRMED,Active,DEL - HYD,SpiceJet,139.0,Medium,Evening,126.0,Long Term,10023.88,False
B1355,P1674,6F127,2026-03-30 11:37:36.951,CONFIRMED,Active,HYD - BOM,IndiGo,241.0,Long,Afternoon,20.0,Short Term,14298.510000000002,False
B1356,P1310,AI173,2025-11-10 11:37:36.951,PENDING,Active,HYD - DEL,Air India,291.0,Long,Afternoon,160.0,Long Term,,True
B1357,P1470,6F065,2026-02-05 11:37:36.951,,,MAA - BLR,IndiGo,163.0,Medium,Evening,73.0,Medium Term,6983.72,False
B1358,P1392,AI053,2025-06-22 11:37:36.951,PENDING,Active,CCU - DEL,Air India,255.0,Long,Afternoon,301.0,Long Term,,True
B1359,P1641,AI241,2025-10-22 11:37:36.951,CONFIRMED,Active,HYD - BLR,Air India,127.0,Medium,Evening,179.0,Long Term,21566.809999999998,False
